https://www.realtor.com/realestateandhomes-detail/248-Avenida-Descanso_Oceanside_CA_92057_M13479-36703,479997,"248 Avenida Descanso, Oceanside, CA 92057",CA 92057,2,1,820,3600,Bedrooms: 2,Total Bathrooms: 1,Full Bathrooms: 1,"Kitchen, Living Room",Laundry Features: Gas & Electric Dryer Hookup,Lot Description: Level,Lot Size Acres: 0.0826446,Lot Size Source: Assessor,Lot Size Square Feet: 3600,Garage Spaces: 1,Garage Description: Attached,Parking Total: 2,School District: Oceanside Unified,Calculated Total Monthly Association Fees: 0,"Community Features: Sidewalks, Street Lights",Source Listing Status: Active,County: San Diego,Directions: Cross Street - Avenida Descanso,Source Property Type: Single Family Residence,Area: 92057 - Oceanside,Source Neighborhood: 92057 - Oceanside,Parcel Number: 1573916100,Zoning: R1,Source System Name: C2C,Total Square Feet Living: 820.00,Year Built: 1978,Common Walls: 1 Common Wall,Living Area Source: Assessor,Property Age: 43,Property Attached: Yes,Levels or Stories: One,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/17416-Bear-Creek-Rd_Boulder-Creek_CA_95006_M19260-22451,799000,"17416 Bear Creek Rd, Boulder Creek, CA 95006",CA 95006,3,2,"1,768",23086.8,Bedrooms: 3,Total Rooms: 6,"Bonus/Plus Room, Living Room, Wine Cellar, Wine Storage Area",Total Bathrooms: 2,Full Bathrooms: 2,Master Bathroom Features: Stall Shower,Garage Door Opener,Water Heater Gas,Window Coverings,Tankless Water Heater,Carbon Mon Detector,Smoke Detector,Propane Tank Leased,"Laundry Facilities: 220 Volt Outlet, Hookups Only, In Laundry Room",Counter - Solid Surface,Dishwasher,Eat In Kitchen,Gas Range/Cooktop,Microwave,Pantry,Refrigerator,Updated Kitchen,Fireplace Features: Fireplaces: Living Room,Heating Features: Central,Number of Fireplaces: 1,"Flooring: Carpet, Linoleum, Tile","Lot Description: Horses Possible, Premium Lot, Secluded",Lot Size Acres: 0.532989,Lot Size Square Feet: 23217,Garage Spaces: 2,"Parking Features: Detached Garage, RV/Boat Parking, Side Yard Access, Boat Storage",View: Forest,"Energy Information: Caulked/Sealed, Ceiling Insulation, Insulation - Other, Low Flow Shower, Weather Stripped Door(s)","Yard: Back Yard, Deck(s), Front Yard, Patio, Tool Shed, Porch, Storage Area",Association: No,Calculated Total Monthly Association Fees: 0,Pet Description: Allowed - Yes,Source Listing Status: New,County: Santa Cruz,Cross Street: Kaila Lane,Directions: Hwy 9 to Bear Creek or Hwy 17 to Bear Creek,Source Property Type: Detached,Area: All Other Counties/States,Source Neighborhood: All Other Counties/States,Source System Name: C2C,Coming Soon Date: 2021-08-20,Total Square Feet Living: 1768,Year Built: 1967,Building Exterior Type: Stucco,"Foundation Details: Concrete Perimeter, Slab",Property Age: 54,Roof: Composition Shingles,Levels or Stories: 2,Structure Type: RESIDENTIAL,House Style: Ranch,"Sewer: Well Private, Septic Pump, Septic System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1928-Earlington-Ave_Duarte_CA_91010_M25506-28291,535000,"1928 Earlington Ave, Duarte, CA 91010",CA 91010,2,1,802,6254,Bedrooms: 2,Total Bathrooms: 1.00,Full Bathrooms: 1,Dryer,Washer,Gas/Elec DryerHookup,Refrigerator,Laundry Facilities: In Kitchen,Family Room,Kitchen Features: Laminate Counters,"Cooking Appliances: Microwave, Oven-Gas","Breakfast Room Description: Dining Area, Family Room","Fire Safety Features: Sprinkler System, Sprinkler Timer","Interior Amenities: All Bedrooms Down, Main Floor Bedroom","Flooring: Ceramic Tile, Parquet Wood","Window Features: Awning(s), Drapes/Curtains","Cooling Features: Ceiling Fan(s), Wall Unit(s)",Heating Features: Wall Heater,Water Heaters: Water Heater Unit,Fencing: Wrought Iron,Carport Spaces: 1,Covered Spaces: 1,Garage Spaces: 1,"Garage Description: Carport, Garage",Spa: No,"Lot Description: Back Yard, Fenced, Fenced Yard, Front Yard, Fully Fenced, Single Lot, Yard",Lot Dimensions Source: SqFt,Lot Size Acres: 0.1435721,Lot Size Source: (Public Records),Lot Size Square Feet: 6254,Association: No,Calculated Total Monthly Association Fees: 0,Source Listing Status: Active,County: Los Angeles,Cross Street: E. Duarte Road,"Disclaimer: All information deemed reliable, but not guaranteed.",Source Property Type: Single Family Residence,Area: Duarte,Source Neighborhood: Not Applicable-617,Parcel Number: 8531001017,Subdivision: Not Applicable-617,Zoning: DUR16500,Source System Name: C2C,Total Square Feet Living: 802,Year Built: 1949,Common Walls: Detached,Entry Location: Ground Level w/Steps,Green Building Verification Type: Grn Certif Rating: 0.00,Levels: Stories/Levels: One,Living Area Source: Public Records,Property Age: 72,Structure Type: Residential,Year Built Source: Assessor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/9507-Morning-Glory-Ln_Redding_CA_96001_M29655-37910,115000,"9507 Morning Glory Ln, Redding, CA 96001",CA 96001,3,2,"1,440",41817.6,Bedrooms: 3,Total Bathrooms: 2.00,Full Bathrooms: 2,Bathroom 1 Description: Fiberglass,Range/Oven,Refrigerator,Cooling Features: Evaporative,"Fireplace Features: Family Room, Woodstove",Dining Room Description: Dining Area,Lot Description: County,Lot Size Acres: 0.96,Topography: Gentle,Lot Size Square Feet: 41818,Road Frontage Type: County,Road Surface Type: Asphalt,"Skirt: Metal, Wood","Parking Features: Parking Type: Offstreet, Parking Type: Offstreet",View: View: Wooded,Source Listing Status: Active,County: Shasta,Directions: Placer Rd to Thompson Ln. R onto Morning Glory Ln.,Source Property Type: Mobile Land,Area: 01 - NW Redding,Source Neighborhood: 01 - NW Redding,Parcel Number: 204-400-017-000,Zoning: R-R-T,Source System Name: C2C,Total Square Feet Living: 1440.00,Year Built: 1972,Building Exterior Type: Aluminum,Foundation Details: Piers,"Improvements: Fence, Outbuildings",Property Age: 49,Roof: Metal,House Style: Double,Year Built Details: 30+,Electric: Public,Sewer: Septic,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/2232-Corsico-Ct_Los-Banos_CA_93635_M14581-87886,530000,"2232 Corsico Ct, Los Banos, CA 93635",CA 93635,5,2.5,"2,645",6299,Bedrooms: 5,"Equipment: Gas Cook Top, Dishwasher, Microwave","Laundry Facilities: Cabinets, Gas Hook-Up, Inside Room","Cooling Features: Ceiling Fan(s), Central",Fireplace Features: Living Room,Heating Features: Central,Number of Fireplaces: 1,Full Bathrooms: 2,1/2 Bathrooms: 1,"Master Bathroom Features: Shower Stall(s), Double Sinks, Sunken Tub, Walk-In Closet 2+, Window","Bathroom 1 Features: Double Sinks, Tub w/Shower Over",Dining Room Description: Formal Area,"Kitchen Features: Breakfast Area, Pantry Closet, Granite Counter, Island, Kitchen/Family Combo","Flooring: Carpet, Tile",Living Room Features: View,Spa: No,"Lot Description: Auto Sprinkler F&R, Cul-De-Sac",Lot Size Acres: 0.1446,Lot Size Units: Acres,Lot Size Square Feet: 6299,Garage Spaces: 3,Garage Description: Attached,Association: No,Calculated Total Monthly Association Fees: 0,School District: Merced,Source Listing Status: Active,County: Merced,Cross Street: Bella Street,"Directions: From Hwy 152, North On Hwy 165, Right On B Street, Left On Bella Street, Right On Corsico Court, Property Located On The Left Hand Side.",Source Property Type: Single Family Residence,Area: Los Banos,Source Neighborhood: 20411,Parcel Number: 428-264-015-000,Postal Code Plus 4: 6412,Zoning: R-1,Property Subtype: Attached,Source System Name: C2C,Irrigation Source: Public District,Electric: 220 Volts in Laundry,Sewer: In & Connected,All Public,Water Source: Public,Year Built: 2003,Construction Materials: Stucco,Foundation Details: Slab,Living Area Source: Assessor Auto-Fill,Property Age: 18,Roof: Roof Description:Tile,Levels or Stories: 2,House Style: A-Frame,"Security Features: Carbon Mon Detector, Fire Alarm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/26653-Chambers-Ave_Sun-City_CA_92586_M20245-39571,349900,"26653 Chambers Ave, Menifee, CA 92586",CA 92586,2,2,"1,393",7405,Bedrooms: 2,Bedrooms On Main Level: 2,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"All Bedrooms Down, Kitchen, Laundry, Living Room, Main Floor Bedroom, Main Floor Master Bedroom, Master Bathroom, Master Bedroom, Office, Sun",Exercise Room: Yes,Laundry Features: Individual Room,Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Pool Features: Association,"Lot Description: Back Yard, Front Yard",Lot Size Acres: 0.1699954,Lot Size Source: Assessor,Lot Size Square Feet: 7405,Garage Spaces: 2,Garage Description: Attached,Parking Total: 2,View: View: Y,Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Barbecue, Bocce Ball Court, Gym/Ex Room, Clubhouse",Association Fee: 392,Association Fee Frequency: Annually,Calculated Total Monthly Association Fees: 33,Senior Community: Yes,School District: Perris Union High,"Community Features: Gutters, Sidewalks, Storm Drains, Street Lights",Source Listing Status: Active,County: Riverside,Directions: Just west of Sun City Blvd.,Source Property Type: Single Family Residence,Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 335231014,Postal Code Plus 4: 2163,Zoning: R-1,Source System Name: C2C,Total Square Feet Living: 1393.00,Year Built: 1973,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 48,Levels or Stories: One,Building Total Stories: 1,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/16078-Union-Ave_Lake-Elsinore_CA_92530_M14524-58715,435000,"16078 Union Ave, Lake Elsinore, CA 92530",CA 92530,3,2,"1,426",7405,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Bathroom 1 Features: Bathtub, Double Sinks In Master Bath",Ceiling Fan(s),Tile Counters,Flooring: Vinyl,Kitchen Appliances: Gas Cooktop,Appliances YN: Y,"Laundry Features: Gas Dryer Hookup, In Garage","All Bedrooms Down, Main Floor Master Bedroom",Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Kitchen Features: Tile Counters,"Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Patio",Lot Description: 0-1 Unit/Acre,Lot Size Acres: 0.1699954,Lot Size Source: Assessor,Lot Size Square Feet: 7405,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Boat, Garage - Single Door",Parking Total: 2,View: View: Y,School District: Lake Elsinore Unified,Calculated Total Monthly Association Fees: 0,"Community Features: Biking, Curbs, Dog Park, Fishing, Lake, Park, Watersports",Source Listing Status: Active,County: Riverside,"Directions: 15 fwy exit Baxter road and go west, Left on Wildomar Trail, Right on Grand Ave, Left on Blanche, Right on Union",Source Property Type: Single Family Residence,Inclusions: All appliances,Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 381344002,Postal Code Plus 4: 1449,Zoning: R-1,Source System Name: C2C,Total Square Feet Living: 1426.00,Year Built: 1986,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 35,Levels or Stories: One,Building Total Stories: 1,Year Built Source: Assessor,Architectural Style: Single Family Residence,Disability Features,Grab Bars In Bathroom(s),Sewer: Public Sewer,Cable Available,Electricity Available,Phone Available,Water Available,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/2707-M-St_Eureka_CA_95501_M14740-80482,396000,"2707 M St, Eureka, CA 95501",CA 95501,4,2,"1,698",7405,Bedrooms: 4,Total Bathrooms: 2.00,Full Bathrooms: 2,Full Bathrooms On Main Level: 2,Gas Stove,Insert,"Flooring: Flooring: Carpeted, Other, Parquet, Tile, 1st Floor: 2nd Bedroom, 3rd Bedroom, 4th Bedroom, Dining Room, Family/Rec, Kitchen, Living Room, Master Bedroom",7,"Family Room Description: Family: Cathedral/Vault, Skylight","Laundry Facilities: Dryer Hookup, In Garage, Washer Hookup",Dishwasher,Disposal,Hood,Range,Refrig,Remodeled Kitchen,"Dining Room Description: Dining: Cathedral/Vault, Open","Heating Features: Forced Air, Natural Gas",Garden Area,Hot Tub/Spa,Patio,Porch,Skylight/Solar Tube,Fencing: Partial,Roads: Paved,"Lot Description: Corner, Flat",Lot Size Acres: 0.17,Lot Size Square Feet: 7405,Driveway: Concrete,Garage Spaces: 2,Garage Description: Attached,Garage Features: Dir Entry to House,"RV Parking Features: RV Parking: Paved, Sewer, Room for RV Parking: Paved, Sewer",Cathedral/Vault,Fireplace,Gas Stove,Skylight/Solar Tube,Elementary School: Washington,High School: Eureka,Middle School: Zane,Source Listing Status: Active,Cross Street: Hayes,Directions: SE intersection of M and Hayes,Source Property Type: Residential - Single Family,Area: South Bay,Source Neighborhood: South Bay,Zoning: Single Family,Source System Name: C2C,Total Square Feet Living: 1698.00,Year Built: 1961,"Building Exterior Type: Appearance: Very Good, Siding: Wood",Construction Materials: Wood Frame,Foundation Details: Concrete Perimeter,Property Age: 60,Roof: Tar & Gravel,Levels or Stories: One Story,"Structure Type: Type of Property: Residential, Property Type: A",House Style: Ranch,Sewer: Public,Circuit Breaker,Electric,Gas,Telephone,TV Cable,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1550-Rory-Ln-Spc-135_Simi-Valley_CA_93063_M97515-01288,84950,"1550 Rory Ln Spc 135, Simi Valley, CA 93063",CA 93063,2,2,None,None,Bedrooms: 2,Master Bedroom Description: 1,Total Bathrooms: 2,Full Bathrooms: 2,Garbage Disposal: Y,Refrigerator: Y,Oven: Y,Kitchen Type: Eat-In,Dining Room Description: 1,Kitchen Description: Eat-In,"Laundry Features: Dryer: Y, Washer: Y",Cooling Features: Central AC,Heating Features: Forced Air,Heating Fuel: Natural Gas,Living Room Description: 1,Land Lease Amount: 1250,Land Lease: Yes,Association: No,Association Fee Amenities: Simi Country Estates,Calculated Total Monthly Association Fees: 0,Source Listing Status: Active,County: 06111,Availability Date: 2021-08-12,Source Property Type: Mobile,Source Neighborhood: Simi Country Estates,Subdivision: Simi Country Estates,Non Deeded: Yes,Property Subtype: Residential,Source System Name: C2C,Year Built: 1974,Construction Materials: Manufactured (Multi-Section),Property Age: 47,Levels or Stories: 1,House Style: Mobile Home,Sewer: Municipal,Water Source: Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/797-McDonald-Way_Greenfield_CA_93927_M26921-12737,459900,"797 McDonald Way, Greenfield, CA 93927",CA 93927,3,2,"1,549",5000,Bedrooms: 3,Total Bathrooms: 2,Full Bathrooms: 2,Cooling Features: Ceiling Fan,Fireplace Features: Wood Burning Fireplace,Heating Features: Central Forced Air Heating,Dining Room Description: Formal Dining Room,Family Room Description: Separate Family Room,Lot Size Acres: 0.1147842,Lot Size Source: Assessor,Lot Size Square Feet: 5000,Garage Spaces: 2,Parking Features: Attached Garage,Association: No,Calculated Total Monthly Association Fees: 0,High School: Greenfield High,High School District: South Monterey County Joint Union High,Source Listing Status: Active,County: Monterey,Cross Street: 7th St,Source Property Type: Single Family,Area: Greenfield,Source Neighborhood: Greenfield,Parcel Number: 024-014-025-000,Postal City: GREENFIELD,Zoning: R,Source System Name: C2C,Total Square Feet Living: 1549,Year Built: 1987,Foundation Details: Concrete Slab,Property Age: 34,Roof: Composition,Levels or Stories: 1,Total Area Sqft: 1549,Year Built Source: Assessor,Sewer: Sewer - Public,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1356-N-9th-St_Colton_CA_92324_M16015-29486,399900,"1356 N 9th St, Colton, CA 92324",CA 92324,3,2,"1,152",7305,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,Bathroom 1 Features: Shower in Tub,Tile Counters,All Bedrooms Down,"Laundry Features: In Garage, Individual Room",Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Kitchen Features: Tile Counters,"Lot Description: 0-1 Unit/Acre, Corner Lot",Lot Size Acres: 0.1676997,Lot Size Source: Assessor,Lot Size Square Feet: 7305,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Garage Faces Front",Parking Total: 2,School District: Colton Unified,Calculated Total Monthly Association Fees: 0,Community Features: Sidewalks,Source Listing Status: Active,County: San Bernardino,Directions: Corner of N. 9th St and La Cadena Dr,Source Property Type: Single Family Residence,Area: 273 - Colton,Source Neighborhood: 273 - Colton,Parcel Number: 0161114800000,Source System Name: C2C,Total Square Feet Living: 1152.00,Year Built: 1953,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 68,Levels or Stories: One,House Style: Bungalow,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
